name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,Cluster
DVTel,|Manufacturing|, Manufacturing ,12500000.0,operating,USA,Ridgefield Park,1.0,,2011-06-29,2011-06-29,0.0,12500000.0,0.0,0,0.0,16.341239282272525,0.6931471805599453,0.0,0.0,16.341239282272525,0.0,1
Dwellable,|Travel|Life Sciences|, Life Sciences ,2000000.0,operating,USA,Seattle,1.0,2012-03-15,2014-06-10,2014-06-10,0.0,0.0,0.0,0,2000000.0,14.508658238524095,0.6931471805599453,14.508658238524095,0.0,0.0,0.0,0
DwellAware,|Real Estate|, Real Estate ,1500000.0,operating,,,2.0,2013-10-16,2013-12-15,2014-03-23,0.0,0.0,0.0,0,1500000.0,14.220976332738882,1.0986122886681098,14.220976332738882,0.0,0.0,0.0,0
DwellGreen,|Clean Technology|, Clean Technology ,905000.0,closed,USA,Sarasota,1.0,2009-01-01,2010-02-02,2010-02-02,905000.0,0.0,0.0,0,0.0,13.715691327653829,0.6931471805599453,0.0,13.715691327653829,0.0,0.0,0
Dwllr,|CRM|Real Estate|Software|, CRM ,35000.0,operating,USA,Cincinnati,3.0,2011-01-01,2012-11-14,2013-11-25,20000.0,0.0,0.0,0,15000.0,10.463131911491967,1.3862943611198906,9.61587214452889,9.90353755128617,0.0,0.0,0
Dwolla,|Virtualization|Mobile Payments|Accounting|Software|, Software ,32505000.0,operating,USA,Des Moines,6.0,2008-06-16,2009-11-01,2014-09-30,32200000.0,0.0,0.0,4,305000.0,17.296904512385204,1.9459101490553132,12.628070334272698,17.287477041570536,0.0,0.0,3
DX Urgent Care,|Biotechnology|, Biotechnology ,1950000.0,operating,USA,Longmeadow,1.0,2011-01-01,2011-08-15,2011-08-15,1950000.0,0.0,0.0,0,0.0,14.48334044336031,0.6931471805599453,0.0,14.48334044336031,0.0,0.0,0
dxcare.com,|Health Care|Health and Wellness|, Health Care ,250000.0,closed,USA,Chicago,1.0,2012-04-01,2012-06-01,2012-06-01,0.0,0.0,0.0,0,250000.0,12.429220196836383,0.6931471805599453,12.429220196836383,0.0,0.0,0.0,0
DxContinuum,|Software|, Software ,275000.0,operating,USA,Fremont,1.0,2012-01-01,2013-08-22,2013-08-22,0.0,275000.0,0.0,0,0.0,12.524530013005734,0.6931471805599453,0.0,0.0,12.524530013005734,0.0,1
DxNA,|Biotechnology|, Biotechnology ,2773471.0,operating,USA,Saint George,2.0,2005-01-01,2012-11-08,2013-11-20,2500000.0,273471.0,0.0,0,0.0,14.835610522879323,1.0986122886681098,0.0,14.731801689838349,12.518954519003696,0.0,1
DxO Labs,|Software|, Software ,12820000.0,operating,FRA,Boulogne,1.0,2002-01-01,2006-01-30,2006-01-30,12820000.0,0.0,0.0,1,0.0,16.366517087459915,0.6931471805599453,0.0,16.366517087459915,0.0,0.0,0
DxTerity,|Biotechnology|, Biotechnology ,3441250.0,operating,USA,Rancho Dominguez,3.0,2006-01-01,2009-10-14,2012-01-17,846250.0,2595000.0,0.0,2,0.0,15.051345626030994,1.3862943611198906,0.0,13.648571284891823,14.769097459938507,0.0,1
DxUpClose,|Biotechnology|, Biotechnology ,1000000.0,operating,USA,Frisco,1.0,2009-01-01,2012-08-15,2012-08-15,1000000.0,0.0,0.0,1,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,0
DXY,|Networking|Physicians|Medical|Health Care|, Physicians ,82000000.0,operating,,,3.0,2000-07-23,2010-03-01,2014-09-01,80000000.0,0.0,0.0,3,2000000.0,18.22222981742365,1.3862943611198906,14.508658238524095,18.197537205138154,0.0,0.0,3
Dydra,|Software|, Software ,50000.0,operating,USA,New Orleans,1.0,2010-01-01,2011-01-21,2011-01-21,50000.0,0.0,0.0,0,0.0,10.819798284210286,0.6931471805599453,0.0,10.819798284210286,0.0,0.0,0
Dymant,|E-Commerce|, E-Commerce ,1350000.0,operating,FRA,,1.0,,2013-01-01,2013-01-01,1350000.0,0.0,0.0,0,0.0,14.115615891155079,0.6931471805599453,0.0,14.115615891155079,0.0,0.0,0
Dympol,|Sponsorship|Brand Marketing|Entertainment|Music|Media|Discounts|Advertising|, Music ,402500.0,operating,USA,Waitsfield,1.0,2008-04-29,2008-04-29,2008-04-29,0.0,0.0,0.0,0,402500.0,12.905452860309719,0.6931471805599453,12.905452860309719,0.0,0.0,0.0,0
DyMynd,|Finance|Identity|Psychology|Enterprise Software|, Enterprise Software ,75000.0,operating,USA,Chicago,1.0,2011-01-01,2012-02-08,2012-02-08,0.0,75000.0,0.0,0,0.0,11.225256725762893,0.6931471805599453,0.0,0.0,11.225256725762893,0.0,1
Dyn,|Internet|Cloud Computing|Web Hosting|, Internet ,38000000.0,operating,USA,Manchester,1.0,2001-01-01,2012-10-02,2012-10-02,38000000.0,0.0,0.0,1,0.0,17.453096744006448,0.6931471805599453,0.0,17.453096744006448,0.0,0.0,0
Dynadec,|Enterprise Software|, Enterprise Software ,2000000.0,operating,USA,Providence,1.0,2007-01-01,2010-01-08,2010-01-08,2000000.0,0.0,0.0,1,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,0
Dynadmic,|Brand Marketing|Video|Advertising|, Video ,4500000.0,operating,FRA,Mougins,2.0,2012-08-29,2012-06-01,2014-09-16,3000000.0,0.0,0.0,0,1500000.0,15.319588176962746,1.0986122886681098,14.220976332738882,14.914123179965662,0.0,0.0,0
DYNAGENT SOFTWARE SL,|Cloud Computing|Enterprise Software|Software|, Enterprise Software ,1215385.0,operating,ESP,Bormujos,3.0,2006-01-17,2006-12-13,2010-01-01,0.0,0.0,0.0,0,1215385.0,14.010572279775516,1.3862943611198906,14.010572279775516,0.0,0.0,0.0,0
Dynamic Defense Materials,|Transportation|DOD/Military|Defense|, Transportation ,2000000.0,operating,USA,Marlton,2.0,2004-01-01,2004-01-02,2013-11-12,0.0,0.0,0.0,0,2000000.0,14.508658238524095,1.0986122886681098,14.508658238524095,0.0,0.0,0.0,0
Dynamic Energy,|Energy|, Energy ,300000.0,operating,USA,Wayne,1.0,2006-01-01,2014-06-18,2014-06-18,0.0,0.0,0.0,0,300000.0,12.611541086966115,0.6931471805599453,12.611541086966115,0.0,0.0,0.0,0
Dynamic IT Management Services,|Software|, Software ,1700000.0,operating,GBR,London,1.0,,2006-09-20,2006-09-20,1700000.0,0.0,0.0,0,0.0,14.346139397261565,0.6931471805599453,0.0,14.346139397261565,0.0,0.0,0
Dynamic Organic Light,|Hardware + Software|, Hardware + Software ,1200000.0,operating,USA,Longmont,1.0,2003-01-01,2005-03-29,2005-03-29,1200000.0,0.0,0.0,1,0.0,13.997832948091215,0.6931471805599453,0.0,13.997832948091215,0.0,0.0,0
Dynamic Signal,|Software|, Software ,33300000.0,operating,USA,San Bruno,3.0,2010-01-01,2011-02-17,2014-08-25,33300000.0,0.0,0.0,3,0.0,17.3210679849807,1.3862943611198906,0.0,17.3210679849807,0.0,0.0,3
Dynamic Social Network Analysis,|Curated Web|, Curated Web ,50000.0,operating,SGP,Singapore,1.0,2011-01-01,2010-01-01,2010-01-01,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
Dynamic Yield,|Cloud Computing|Marketing Automation|SaaS|Optimization|Personalization|Advertising|, Personalization ,14225000.0,operating,ISR,Tel Aviv,2.0,2012-01-01,2013-04-24,2014-05-22,14225000.0,0.0,0.0,2,0.0,16.470511608275437,1.0986122886681098,0.0,16.470511608275437,0.0,0.0,3
DynamicOps,|Cloud Management|Enterprise Software|, Cloud Management ,16300000.0,acquired,USA,Burlington,2.0,2008-01-01,2011-02-28,2011-09-09,16300000.0,0.0,0.0,2,0.0,16.60667572712668,1.0986122886681098,0.0,16.60667572712668,0.0,0.0,3
Dynamics,|Finance|, Finance ,40700000.0,operating,USA,Pittsburgh,2.0,,2009-09-25,2011-06-28,40700000.0,0.0,0.0,2,0.0,17.52173867498285,1.0986122886681098,0.0,17.52173867498285,0.0,0.0,3
Dynamics Direct,|Email|Advertising Platforms|, Advertising Platforms ,20600000.0,operating,USA,Valencia,4.0,2008-03-01,1999-03-30,2012-05-14,19800000.0,0.0,0.0,3,0.0,16.840801682303496,1.6094379124341003,0.0,16.801192546169812,0.0,0.0,3
Dynamics Research,|Consulting|, Consulting ,4200000.0,,USA,Andover,1.0,1955-01-01,2010-01-14,2010-01-14,0.0,0.0,0.0,0,4200000.0,15.250595321348806,0.6931471805599453,15.250595321348806,0.0,0.0,0.0,0
Dynamighty,|Entertainment|Android|iPhone|Tablets|FreetoPlay Gaming|Freemium|Social Media|Games|, Freemium ,130000.0,operating,USA,San Francisco,1.0,2011-03-01,2011-09-06,2011-09-06,0.0,130000.0,0.0,0,0.0,11.775297421715827,0.6931471805599453,0.0,0.0,11.775297421715827,0.0,1
Dynamis Software,|Software|, Software ,3640000.0,operating,USA,Milwaukee,2.0,,2013-02-11,2014-10-01,2100000.0,1540000.0,0.0,0,0.0,15.10749451433816,1.0986122886681098,0.0,14.557448378884015,14.24729362374025,0.0,1
Dynamix.tv,|Video|Advertising|, Advertising ,3000000.0,operating,USA,New York,1.0,2010-01-01,2010-01-01,2010-01-01,0.0,0.0,0.0,0,3000000.0,14.914123179965662,0.6931471805599453,14.914123179965662,0.0,0.0,0.0,0
Dynamixyz,|Games|, Games ,138756.0,operating,FRA,Rennes,1.0,2010-04-01,2014-03-10,2014-03-10,0.0,0.0,0.0,0,138756.0,11.84047948078655,0.6931471805599453,11.84047948078655,0.0,0.0,0.0,0
Dynamo Media,|Distribution|Film|Media|Television|Content|Video on Demand|Video|Games|, Games ,325000.0,operating,USA,New York,2.0,2010-01-01,2010-07-15,2011-01-01,0.0,0.0,0.0,0,325000.0,12.691583538230217,1.0986122886681098,12.691583538230217,0.0,0.0,0.0,0
Dynamo Micropower,|Hardware + Software|, Hardware + Software ,695801.0,operating,USA,Boston,3.0,2011-01-01,2012-10-23,2013-12-31,645801.0,0.0,0.0,0,50000.0,13.45282041608504,1.3862943611198906,10.819798284210286,13.378248234235551,0.0,0.0,0
Dynamo Plastics,|Clean Technology|, Clean Technology ,50000.0,operating,USA,Seattle,1.0,2013-06-07,2013-06-01,2013-06-01,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
Dynasil,|Manufacturing|, Manufacturing ,3000000.0,operating,USA,Watertown,1.0,,2012-08-02,2012-08-02,3000000.0,0.0,0.0,0,0.0,14.914123179965662,0.6931471805599453,0.0,14.914123179965662,0.0,0.0,0
Dynatherm Medical,|Health and Wellness|, Health and Wellness ,817953.0,operating,USA,Fremont,1.0,2002-01-01,2009-04-09,2009-04-09,817953.0,0.0,0.0,0,0.0,13.614561379284826,0.6931471805599453,0.0,13.614561379284826,0.0,0.0,0
dynaTrace software,|Apps|Software|, Software ,21900000.0,acquired,USA,Waltham,3.0,2005-01-01,2007-02-15,2011-01-07,21900000.0,0.0,0.0,2,0.0,16.90199724044883,1.3862943611198906,0.0,16.90199724044883,0.0,0.0,3
Dynex,|Semiconductors|, Semiconductors ,1515251.0,operating,GBR,Lincoln,1.0,1956-01-01,2014-04-07,2014-04-07,1515251.0,0.0,0.0,0,0.0,14.231092319726866,0.6931471805599453,0.0,14.231092319726866,0.0,0.0,0
Dynis,|Web Hosting|, Web Hosting ,30000000.0,operating,USA,Columbia,1.0,1992-01-01,2013-07-10,2013-07-10,0.0,30000000.0,0.0,0,0.0,17.216707972959764,0.6931471805599453,0.0,0.0,17.216707972959764,0.0,1
Dynmark International,|Messaging|, Messaging ,981000.0,operating,GBR,Cheltenham,1.0,2001-01-01,2007-01-25,2007-01-25,981000.0,0.0,0.0,0,0.0,13.796328757914972,0.6931471805599453,0.0,13.796328757914972,0.0,0.0,0
DySISmedical,|Health Care|, Health Care ,11349443.0,operating,GBR,Livingston,1.0,2002-01-01,2013-04-15,2013-04-15,11349443.0,0.0,0.0,0,0.0,16.244679313907653,0.6931471805599453,0.0,16.244679313907653,0.0,0.0,0
Dysonics,|Sensors|Motion Capture|Mobile Devices|Music Services|, Motion Capture ,421057.0,operating,USA,San Francisco,1.0,2012-01-01,2013-10-09,2013-10-09,421057.0,0.0,0.0,0,0.0,12.950525870396389,0.6931471805599453,0.0,12.950525870396389,0.0,0.0,0
Dyyno,|Facebook Applications|Mac|Computers|Android|iPad|Advertising|Games|, iPad ,14078664.0,closed,USA,Palo Alto,3.0,2007-08-01,2007-08-01,2011-04-22,14078664.0,0.0,0.0,1,0.0,16.460171088858004,1.3862943611198906,0.0,16.460171088858004,0.0,0.0,3
E & E Capital Management,|Real Estate|, Real Estate ,4000000.0,operating,USA,Atlanta,1.0,,2012-06-01,2012-06-01,0.0,0.0,0.0,0,4000000.0,15.201805169084134,0.6931471805599453,15.201805169084134,0.0,0.0,0.0,0
e Health Access,|Health and Wellness|, Health and Wellness ,560000.0,operating,IND,Hyderabad,1.0,2013-12-01,2014-02-07,2014-02-07,0.0,0.0,0.0,0,560000.0,13.235693848424024,0.6931471805599453,13.235693848424024,0.0,0.0,0.0,0
E Ink,|Hardware + Software|, Hardware + Software ,52800000.0,acquired,USA,Cambridge,2.0,1997-01-01,1998-05-01,2000-01-27,52800000.0,0.0,0.0,2,0.0,17.782021767615884,1.0986122886681098,0.0,17.782021767615884,0.0,0.0,3
E Ink Holdings,|Biotechnology|, Biotechnology ,238174040.0,operating,TWN,Hsinchu,1.0,1992-06-01,2010-01-05,2010-01-05,238174040.0,0.0,0.0,0,0.0,19.288512229097872,0.6931471805599453,0.0,19.288512229097872,0.0,0.0,0
E la Carte,|Hardware + Software|, Hardware + Software ,52500000.0,operating,USA,Palo Alto,4.0,2008-01-01,2010-07-02,2014-09-24,52500000.0,0.0,0.0,3,0.0,17.77632374660947,1.6094379124341003,0.0,17.77632374660947,0.0,0.0,3
e(ye)BRAIN,|Biotechnology|, Biotechnology ,5100000.0,operating,FRA,Ivry-sur-seine,2.0,2008-01-01,2009-11-18,2012-10-09,5100000.0,0.0,0.0,2,0.0,15.444751293772967,1.0986122886681098,0.0,15.444751293772967,0.0,0.0,3
E-Band Communications,|Wireless|Manufacturing|, Wireless ,3200000.0,operating,USA,San Diego,3.0,2003-01-01,2006-01-01,2012-04-10,3200000.0,0.0,0.0,1,0.0,14.978661680269907,1.3862943611198906,0.0,14.978661680269907,0.0,0.0,3
E-Blink,|Mobile|, Mobile ,34726279.0,operating,FRA,,7.0,2005-01-01,2005-01-01,2014-06-20,34726279.0,0.0,0.0,1,0.0,17.363007306976446,2.0794415416798357,0.0,17.363007306976446,0.0,0.0,3
e-Booking.com,|Discounts|Flash Sales|Hospitality|, Hospitality ,120000.0,operating,CHE,Lucerne,1.0,2009-07-28,2009-07-31,2009-07-31,120000.0,0.0,0.0,0,0.0,11.695255355062795,0.6931471805599453,0.0,11.695255355062795,0.0,0.0,0
E-Box - Blogo.it,|Curated Web|, Curated Web ,3474608.0,acquired,ITA,Milan,2.0,2004-11-25,2007-02-24,2008-07-02,3474608.0,0.0,0.0,2,0.0,15.060992512664795,1.0986122886681098,0.0,15.060992512664795,0.0,0.0,3
E-Buy,|Enterprise Software|, Enterprise Software ,5285481.0,operating,CHN,Shanghai,1.0,2005-01-01,2013-09-01,2013-09-01,5285481.0,0.0,0.0,1,0.0,15.480474374641588,0.6931471805599453,0.0,15.480474374641588,0.0,0.0,0
E-Car Club,|Automotive|, Automotive ,1236848.0,operating,GBR,London,3.0,2011-01-01,2013-03-25,2014-02-16,327333.0,0.0,151890.0,0,0.0,14.028077574400495,1.3862943611198906,0.0,12.698736335326297,0.0,11.930918437322289,2
e-channel,|Search|, Search ,363000.0,operating,NOR,,1.0,1999-01-01,2007-03-29,2007-03-29,363000.0,0.0,0.0,0,0.0,12.80216086806413,0.6931471805599453,0.0,12.80216086806413,0.0,0.0,0
e-Chromic Technologies,|Energy Efficiency|Internet of Things|Smart Building|Clean Technology|, Internet of Things ,600000.0,operating,USA,Boulder,1.0,2011-03-31,2014-02-19,2014-02-19,0.0,0.0,0.0,0,600000.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,0
e-contratos,|Real Time|Trading|Legal|Services|Curated Web|, Real Time ,270100.0,operating,ESP,Alcoy,1.0,2003-12-30,2007-07-01,2007-07-01,0.0,0.0,0.0,0,270100.0,12.506551242106323,0.6931471805599453,12.506551242106323,0.0,0.0,0.0,0
E-Cube Energy,|Manufacturing|, Manufacturing ,3000000.0,operating,USA,Fremont,1.0,2009-01-01,2009-05-08,2009-05-08,3000000.0,0.0,0.0,0,0.0,14.914123179965662,0.6931471805599453,0.0,14.914123179965662,0.0,0.0,0
E-Duction,|Enterprise Software|, Enterprise Software ,20500000.0,operating,USA,Blue Bell,2.0,1997-01-01,2004-06-01,2007-05-25,20500000.0,0.0,0.0,2,0.0,16.835935492889124,1.0986122886681098,0.0,16.835935492889124,0.0,0.0,3
e-Go aeroplanes,|Manufacturing|, Manufacturing ,2582545.0,operating,GBR,Cambridge,2.0,2007-03-01,2014-02-10,2014-05-19,1597632.0,0.0,0.0,2,0.0,14.764286292014779,1.0986122886681098,0.0,14.284033716854386,0.0,0.0,3
E-Health Records International,|Health and Wellness|, Health and Wellness ,3043610.0,operating,USA,Sebastopol,2.0,2012-01-01,2014-01-13,2014-01-14,1521803.0,1521807.0,0.0,0,0.0,14.928555197419122,1.0986122886681098,0.0,14.235407031187394,14.235409659643322,0.0,1
E-LeatherGroup,|Textiles|, Textiles ,8425073.0,operating,GBR,Peterborough,1.0,,2014-05-21,2014-05-21,8425073.0,0.0,0.0,0,0.0,15.946722817546915,0.6931471805599453,0.0,15.946722817546915,0.0,0.0,0
E-Line Media,|Software|, Software ,3934286.0,operating,USA,New York,1.0,2007-01-01,2013-10-03,2013-10-03,3934286.0,0.0,0.0,0,0.0,15.185240229006801,0.6931471805599453,0.0,15.185240229006801,0.0,0.0,0
E-Mist Innovations,|Health and Wellness|, Health and Wellness ,150000.0,operating,USA,Fort Worth,1.0,,2014-01-19,2014-01-19,0.0,0.0,0.0,0,150000.0,11.918397239722838,0.6931471805599453,11.918397239722838,0.0,0.0,0.0,0
e-Nicotine Technologies,|Health and Wellness|, Health and Wellness ,3800000.0,operating,USA,Draper,1.0,2013-01-01,2013-09-10,2013-09-10,3800000.0,0.0,0.0,1,0.0,15.150511887854474,0.6931471805599453,0.0,15.150511887854474,0.0,0.0,0
e-Rewards,|E-Commerce|, E-Commerce ,60000000.0,operating,USA,Plano,1.0,1999-01-01,2008-10-07,2008-10-07,0.0,0.0,60000000.0,0,0.0,17.909855136853043,0.6931471805599453,0.0,0.0,0.0,17.909855136853043,2
e-SENS,|Semiconductors|, Semiconductors ,1060000.0,operating,USA,Salt Lake City,1.0,,2014-01-09,2014-01-09,1060000.0,0.0,0.0,0,0.0,13.87378040948403,0.6931471805599453,0.0,13.87378040948403,0.0,0.0,0
e-volo,|Software|, Software ,1543920.0,operating,DEU,Karlsruhe,1.0,2012-01-01,2013-12-09,2013-12-09,0.0,0.0,0.0,0,1543920.0,14.249835842454736,0.6931471805599453,14.249835842454736,0.0,0.0,0.0,0
e-Zassi,|Portals|Social Innovation|Collaboration|Intellectual Property|Innovation Management|SaaS|, Portals ,1000000.0,operating,USA,Fernandina Beach,1.0,2008-04-10,2014-04-22,2014-04-22,1000000.0,0.0,0.0,0,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,0
E.M.A.R.C.,|Manufacturing|, Manufacturing ,10000000.0,operating,,,1.0,,2012-07-16,2012-07-16,10000000.0,0.0,0.0,0,0.0,16.118095750958314,0.6931471805599453,0.0,16.118095750958314,0.0,0.0,0
e27,|Startups|News|, Startups ,615000.0,operating,SGP,Singapore,1.0,2006-01-01,2013-02-13,2013-02-13,615000.0,0.0,0.0,0,0.0,13.329379172803593,0.6931471805599453,0.0,13.329379172803593,0.0,0.0,0
E2america.com,|Software|, Software ,79725.0,operating,USA,Kure Beach,1.0,2009-01-01,2012-01-04,2012-01-04,0.0,0.0,0.0,0,79725.0,11.286351034916558,0.6931471805599453,11.286351034916558,0.0,0.0,0.0,0
e2e Materials,|Manufacturing|Sustainability|Clean Technology|, Sustainability ,3400000.0,operating,USA,Ithaca,1.0,2006-01-01,2010-01-23,2010-01-23,3400000.0,0.0,0.0,1,0.0,15.039286283703994,0.6931471805599453,0.0,15.039286283703994,0.0,0.0,0
E2E Networks,|Cloud Computing|Web Hosting|, Cloud Computing ,176605.0,operating,IND,Faridabad,3.0,2008-06-01,2009-11-01,2013-06-30,0.0,0.0,0.0,0,176605.0,12.081676541659794,1.3862943611198906,12.081676541659794,0.0,0.0,0.0,0
E4 Health,|Health and Wellness|, Health and Wellness ,3500000.0,operating,USA,Irving,1.0,2011-01-01,2013-02-21,2013-02-21,3500000.0,0.0,0.0,2,0.0,15.068273812173887,0.6931471805599453,0.0,15.068273812173887,0.0,0.0,3
e994,|Curated Web|, Curated Web ,94000.0,closed,SGP,Singapore,2.0,2009-01-01,2008-01-01,2009-01-01,0.0,0.0,0.0,0,94000.0,11.451060699493427,1.0986122886681098,11.451060699493427,0.0,0.0,0.0,0
EA Fruits Farm,|Agriculture|, Agriculture ,17000.0,operating,TZA,Bagamoyo,1.0,,2014-05-01,2014-05-01,0.0,0.0,0.0,0,17000.0,9.741027444837728,0.6931471805599453,9.741027444837728,0.0,0.0,0.0,0
Eachbaby,|Education|, Education ,2606855.0,operating,CHN,Shanghai,2.0,,2013-04-01,2013-07-01,1000000.0,0.0,0.0,1,1606855.0,14.773655455486743,1.0986122886681098,14.289790032739464,13.815511557963774,0.0,0.0,0
Eachpal,|Mobile|, Mobile ,488742.0,operating,USA,Bellevue,1.0,2012-10-10,2013-10-14,2013-10-14,0.0,0.0,0.0,0,488742.0,13.099592067928508,0.6931471805599453,13.099592067928508,0.0,0.0,0.0,0
EagerPanda,|Semantic Search|Social Media|Curated Web|, Curated Web ,3400000.0,operating,USA,Portola Valley,1.0,2013-03-28,2013-09-06,2013-09-06,0.0,0.0,0.0,0,3400000.0,15.039286283703994,0.6931471805599453,15.039286283703994,0.0,0.0,0.0,0
Eagle Alpha,|Software|, Software ,2700000.0,operating,IRL,Dublin,2.0,2012-01-01,2014-02-27,2014-10-28,0.0,0.0,0.0,0,2700000.0,14.80876270134486,1.0986122886681098,14.80876270134486,0.0,0.0,0.0,0
Eagle Creek Renewable Energy,|Clean Technology|, Clean Technology ,100000000.0,operating,USA,Morristown,1.0,2010-01-01,2013-09-17,2013-09-17,0.0,0.0,100000000.0,0,0.0,18.420680753952364,0.6931471805599453,0.0,0.0,0.0,18.420680753952364,2
Eagle Eye Solutions,|Curated Web|, Curated Web ,2427799.0,operating,GBR,,1.0,2004-01-01,2011-06-20,2011-06-20,2427799.0,0.0,0.0,1,0.0,14.70249605544584,0.6931471805599453,0.0,14.70249605544584,0.0,0.0,0
Eagle Genomics,|Biotechnology|, Biotechnology ,2136504.0,operating,GBR,Cambridge,2.0,2008-01-01,2013-11-21,2013-11-22,0.0,0.0,0.0,0,2136504.0,14.57468187433963,1.0986122886681098,14.57468187433963,0.0,0.0,0.0,0
Eagle Pharmaceuticals,|Health Care|, Health Care ,12348194.0,operating,USA,Woodcliff Lake,1.0,,2011-02-08,2011-02-08,12348194.0,0.0,0.0,0,0.0,16.32902045651059,0.6931471805599453,0.0,16.32902045651059,0.0,0.0,0
EagleNinja,|Location Based Services|Direct Marketing|Mobile Advertising|Mobile Commerce|, Mobile Advertising ,290000.0,operating,USA,San Francisco,2.0,2014-03-01,2014-04-10,2014-11-14,0.0,0.0,0.0,0,290000.0,12.577639650232573,1.0986122886681098,12.577639650232573,0.0,0.0,0.0,0
EaglEyeMed,|Biotechnology|, Biotechnology ,600000.0,operating,USA,Santa Clara,1.0,2011-01-01,2013-08-08,2013-08-08,600000.0,0.0,0.0,0,0.0,13.304686600863562,0.6931471805599453,0.0,13.304686600863562,0.0,0.0,0
EAP Technology Systems,|Software|, Software ,275000.0,operating,USA,Yreka,1.0,1999-05-01,2013-03-20,2013-03-20,275000.0,0.0,0.0,0,0.0,12.524530013005734,0.6931471805599453,0.0,12.524530013005734,0.0,0.0,0
Earbits,|Internet Radio Market|Music|, Music ,630000.0,operating,USA,Venice,3.0,2010-01-20,2011-06-17,2013-09-01,0.0,0.0,0.0,0,630000.0,13.353476685668044,1.3862943611198906,13.353476685668044,0.0,0.0,0.0,0
EarDish,|Music|, Music ,700117.0,operating,USA,Studio City,2.0,,2011-03-22,2011-03-22,700117.0,0.0,0.0,0,0.0,13.459004171247546,1.0986122886681098,0.0,13.459004171247546,0.0,0.0,0
Earl Energy,|Hardware + Software|, Hardware + Software ,7675000.0,operating,USA,Virginia Beach,2.0,2009-01-01,2011-07-28,2014-05-01,3175000.0,4500000.0,0.0,0,0.0,15.853478981730687,1.0986122886681098,0.0,14.97081850526951,15.319588176962746,0.0,1
EarLens,|Manufacturing|Medical Devices|Medical|, Medical ,42935019.0,operating,USA,Redwood City,4.0,2005-01-01,2010-05-04,2014-02-25,40865031.0,1569888.0,500100.0,0,0.0,17.57519836790904,1.6094379124341003,0.0,17.525785291998254,14.26651547418814,13.122565357005076,2
Early Warning Labs,|Public Safety|Technology|, Technology ,235000.0,operating,USA,Santa Monica,1.0,,2014-11-17,2014-11-17,0.0,235000.0,0.0,0,0.0,12.367345048436391,0.6931471805599453,0.0,0.0,12.367345048436391,0.0,1
EarlySense,|Biotechnology|, Biotechnology ,28000000.0,operating,ISR,Ramat Gan,2.0,2004-01-01,2010-07-23,2012-11-12,28000000.0,0.0,0.0,5,0.0,17.147715103853763,1.0986122886681098,0.0,17.147715103853763,0.0,0.0,3
EarlyShares,|Crowdsourcing|Crowdfunding|Finance|, Crowdsourcing ,1150000.0,operating,USA,Miami,1.0,2011-11-21,2012-08-03,2012-08-03,0.0,0.0,0.0,0,1150000.0,13.955273369904273,0.6931471805599453,13.955273369904273,0.0,0.0,0.0,0
EarlyTracks,|News|Semantic Web|Finance|Software|, News ,1846405.0,operating,BEL,Bierges,4.0,2009-06-12,2009-06-12,2012-06-01,803605.0,762720.0,0.0,0,280080.0,14.428751604857363,1.6094379124341003,12.542834126030629,13.596864378296237,13.54464758153492,0.0,1
Earmark,|Mobile|, Mobile ,50000.0,operating,USA,Hamden,1.0,1973-01-01,2012-07-13,2012-07-13,50000.0,0.0,0.0,1,0.0,10.819798284210286,0.6931471805599453,0.0,10.819798284210286,0.0,0.0,0
Earnest,|Consumer Lending|Finance|Credit|, Credit ,15000000.0,operating,USA,San Francisco,1.0,2013-01-01,2014-05-20,2014-05-20,15000000.0,0.0,0.0,0,0.0,16.52356082573315,0.6931471805599453,0.0,16.52356082573315,0.0,0.0,0
Earnix,|Price Comparison|Financial Services|Banking|Insurance|Analytics|Finance|, Finance ,10000000.0,operating,ISR,Ramat Gan,2.0,2001-01-01,2005-09-13,2008-09-04,7000000.0,3000000.0,0.0,2,0.0,16.118095750958314,1.0986122886681098,0.0,15.76142084987672,14.914123179965662,0.0,1
Earshot,|Intelligent Systems|Reviews and Recommendations|Local|Social Media|Real Time|CRM|Mobile|, Intelligent Systems ,2200000.0,operating,USA,Chicago,2.0,2012-06-01,2012-09-26,2014-06-16,0.0,0.0,0.0,0,1700000.0,14.603968372873895,1.0986122886681098,14.346139397261565,0.0,0.0,0.0,0
